Title,Description,Published At,Views,Likes,Dislikes,Comments
Bakal Banyak Pengangguran di Indonesia?,"bisa jadi ini ancaman Indonesia gagal emas 2045, di saat warganya mencapai usia produktif, tapi ternyata negaranya ga bisa fullfil demand pekerjaan yg ada. Hampir 10 juta gen z nganggur, kita kebanyakan pekerja informal, dan perusahaan2 banyak yg freeze hire? Problemnya ternyata ga cuman di institusi aja, tapi habit gen z juga salah satu penyebabnya. Kira2 solusinya apa? share opini kalian di comment.

Chapters : 
00:00 Ancaman Pengangguran Indonesia
01:34 Chapter 1 - Masalah Negara
04:43 Chapter 2 - Masalah Sistem Edukasi
07:11 Chapter 3 - Masalah Lapangan Kerja
10:01 Chapter 4 - Masalah Gen Z

#raymondchin #pengangguran #genz #kuliah #nganggur 

Raymond's Socials
Instagram: https://instagram.com/raymondchins
Tiktok: https://www.tiktok.com/@raymondchins",2024-05-27T11:08:28Z,574812,18574,N/A,4175
